workload_type,timestamp,kafka_server_brokertopicmetrics_messagesin_total,kafka_server_brokertopicmetrics_bytesin_total,message_size_bytes,message_rate_variance,process_cpu_seconds_total,java_lang_memory_heapmemoryusage_used,node_disk_io_time_seconds_total,memory_usage_variance,kafka_network_requestmetrics_totaltimems,kafka_server_brokertopicmetrics_totalproducerequests_total,java_lang_threading_threadcount,request_rate_variance,node_memory_MemAvailable_bytes,node_disk_read_bytes_total,node_disk_write_bytes_total
0,2025-04-24T19:00:00,528.5965183009971,9738713.05759126,34843.178918429054,277.0275328371586,15.174223558619612,299587871.90091836,12.785208534412671,0.2952945333905403,0.021741942931793407,325.34539850072406,65.33333333333333,62.08104324201348,5209492532.376715,0.0,2612155.733333333
1,2025-04-24T19:00:10,498.256516312271,4882771.493032762,31038.846234754314,257.1240244834486,10.024490465571121,395691312.4757529,8.473567057749484,0.187611414516231,0.0007236453520833713,237.254402889168,65.33333333333333,142.30805408558166,5139781383.447953,502.4447621484437,5145741.505237357
0,2025-04-24T19:00:20,414.766240650087,26522127.48214261,22080.997750028288,205.5021645107916,24.62294500826392,253118901.38732398,6.223398081009939,0.063158621,0.0,280.8139205285365,65.33333333333333,104.3239084886193,5171833219.888383,3480.283421554034,3372109.3839731216
1,2025-04-24T19:00:30,491.64997547173294,9143767.894465491,43673.96176145499,276.02349408143994,8.874058168932555,326410784.37173444,7.623003104811277,0.1082643347544698,0.03549606933288353,384.09427275500724,65.33333333333333,143.51777069148568,5124142453.621061,4280.798560311298,24069148.727277238
0,2025-04-24T19:00:40,427.46437477022323,9306971.42438058,2109.779073590474,203.53747336658623,24.533356912002724,374486706.34511966,4.878456177151228,0.31584733488838973,0.04406172838759032,172.3534425247588,65.33333333333333,150.3166241094418,5180239154.13696,18534.62834684662,2612155.733333333
1,2025-04-24T19:00:50,556.2972673440197,13369989.776353374,20608.363478806816,272.22051206089196,8.874058168932555,293410736.5739007,11.585718047367605,0.33793498223546525,0.016201968568374695,212.6368809620023,65.33333333333333,150.32583849554038,5138709419.26585,789.8182869340135,17166054.754426938
0,2025-04-24T19:01:00,487.1818373390232,19822099.43905689,8790.519883723053,226.16449831018565,13.761832981828357,241690291.9753332,6.641219903289195,0.25121322383470307,0.03448717952885887,225.23654183281738,65.33333333333333,65.07037209142358,5147921290.633451,0.0,48566424.48656831
1,2025-04-24T19:01:10,538.776245768018,26089844.012168292,28663.29076381675,274.72389150887864,19.565871097976192,203990261.33333337,9.537465826562189,0.18683355917090574,0.057113649,270.0660138416863,65.33333333333333,146.63931885551514,5104517808.869131,7571.228324826388,20729997.127795875
0,2025-04-24T19:01:20,559.0969214911221,2714169.3447905155,49418.200366044155,203.53747336658623,22.51548579120904,409527018.6666667,0.480165030628517,0.1791905473984513,0.03702603093302015,190.59944453579092,65.33333333333333,97.50738973127083,5094440960.0,9731.15264438818,22554727.242605995
1,2025-04-24T19:01:30,586.8245195725008,6654310.522968384,20216.248938398407,277.12916271485926,11.318486174028768,320546759.6920899,16.65810408098805,0.031333186,0.028204220002657543,312.219221324572,65.33333333333333,141.97453337308087,5101052166.485791,5053.894184999048,13936350.540900351
0,2025-04-24T19:01:40,503.08039539719687,14154200.004559629,9215.710645417761,242.011614753478,19.8885400679927,276972162.704038,14.157386882708712,0.26973592903364985,0.002356948247156841,340.02957390886746,65.33333333333333,145.14905662066292,5306021507.208262,0.0,86817583.18707928
1,2025-04-24T19:01:50,539.1423080962626,19041723.806219086,57924.74614389879,267.1296527050177,14.7212853044767,252758602.71268693,5.323266997278007,0.17219606335747273,0.030876803428551626,313.7858793744216,65.33333333333333,146.82445176732193,5164392197.69675,1864.6675699499028,50121246.52004168
0,2025-04-24T19:02:00,541.9600474942733,3189957.4242309574,2109.779073590474,249.09347393988818,15.269816030575555,344240423.22834325,7.489332519383524,0.22214796080928795,0.01160888909170657,60.318778791031065,65.33333333333333,149.74494273651567,5206557748.792476,0.0,60041959.1736021
1,2025-04-24T19:02:10,537.9907285680065,5877997.8930251775,28308.6195226502,271.71388483294004,11.945331789349034,328456212.4763167,12.67316010762012,0.2958507393148913,0.043045470098265565,159.5845532296003,65.33333333333333,148.77238234978648,5142934419.97017,5025.943272041297,67033557.5712837
0,2025-04-24T19:02:20,536.2834773036504,21342662.522281133,40755.62455239607,253.87432894584674,14.448906531473499,346358226.2552696,1.5226577178486669,0.20787234127278897,0.02131523345990675,266.0017625464822,65.33333333333333,0.0,5256280732.493604,0.0,37908169.47046444
1,2025-04-24T19:02:30,567.4949146895586,13194307.67105404,7363.2835260158245,260.0340511848915,24.943585901425035,262417137.63795394,10.834740545333979,0.18527119966221345,0.013925325440507433,450.40578520226103,65.33333333333333,140.9710912005131,5135460279.511605,254.52395365807752,22230746.65292409
0,2025-04-24T19:02:40,394.99201054375834,9953040.014556268,32088.76491829603,259.94140206349505,6.535223659755793,294861214.2736589,2.9490324218955117,0.17161428700569176,0.08176179924328691,307.62313174139206,65.33333333333333,150.3166241094418,5407492311.169907,14240.586542070656,2612155.733333333
1,2025-04-24T19:02:50,501.52939150902216,22474419.79751297,13657.673556906097,277.12916271485926,25.621369119388646,250487857.19993982,9.361211454601023,0.031333186,0.007559895250990715,264.4541596622852,65.33333333333333,152.91730140480144,5098547674.868326,1153.566488156624,11453862.99796477
0,2025-04-24T19:03:00,591.7382650016783,317929.78953395993,44792.860897873514,235.7278367304673,8.491566912018547,332377328.2785772,6.176452872584366,0.17623782010531622,0.036224417189545007,205.82058771683543,65.33333333333333,136.86397064308605,5351032454.887356,0.0,86817583.18707928
1,2025-04-24T19:03:10,450.40929393725673,11527039.598922674,35700.33708429434,275.07785162918316,15.655816998208124,294111673.55476457,7.046805543434444,0.11759660644455763,0.03955870812914639,321.27286645632165,65.33333333333333,150.2645245022891,5138219603.525723,6233.418034210223,18903654.794922955
0,2025-04-24T19:03:20,391.212150679519,5895263.976180562,36765.75194113793,252.71332529327358,17.081065558984257,316140091.7039573,11.341269819952728,0.17699042655839808,0.0490423634804648,229.40946370079632,65.33333333333333,150.3166241094418,5270935012.698579,12473.877082273219,86817583.18707928
1,2025-04-24T19:03:30,522.714624240851,17960585.634819858,20416.858962494276,275.72977496188975,19.168648309974976,312629020.1849045,12.856681207663616,0.09320404222009758,0.057113649,194.2258788062821,65.33333333333333,151.2675683312099,5149279330.080917,5468.171152039555,18884491.062688828
0,2025-04-24T19:03:40,475.85246489519193,2824695.625416347,23804.69719501045,216.2727255307324,25.98722940694509,303688886.1662542,1.2704420354584989,0.2005106001730131,0.04543928660380636,182.83843279703817,65.33333333333333,109.11902424921546,5209808909.659308,1819.4055296208512,37938827.47813495
1,2025-04-24T19:03:50,531.5640405787138,1524136.7506508883,2117.397953936669,259.9866302821007,18.574537254545078,325611120.42455256,17.55622672400897,0.27182741750279293,0.02232056591598638,286.2233125481337,65.33333333333333,146.70217088000976,5124611768.223773,4246.153778089712,2497325.628944795
0,2025-04-24T19:04:00,530.9419291346455,24960711.08350502,20242.236603821977,246.8077302472178,23.439050388524997,291719070.580517,6.296320418717711,0.22958405109396302,0.036972984400595994,155.87918258143594,65.33333333333333,125.9811523466449,5336829204.330557,13649.995183474752,86817583.18707928
1,2025-04-24T19:04:10,489.6581027487963,19429559.151469916,28812.355688237498,277.12916271485926,14.332157274453262,255780469.5005098,6.47876061426608,0.031333186,0.016074163800423185,217.23776701137314,65.33333333333333,148.10004451793452,5172531200.0,6791.15562583557,2497325.628944795
0,2025-04-24T19:04:20,384.0181322570569,15479367.232099488,2109.779073590474,277.0275328371586,27.814209208258507,288518720.07294554,0.1329716551114964,0.3463450628087781,0.03127384470344322,414.90541001827273,65.33333333333333,53.219676862914675,5184564133.115462,6288.906438528762,38658404.436348125
1,2025-04-24T19:04:30,547.9507538634192,4459989.37923558,23272.35332632929,272.65138084812,23.765699814679394,349929682.31085026,3.674357128594804,0.031333186,0.04686818413046345,318.97046573270217,65.33333333333333,152.79259997336058,5133844128.748642,7719.111959348831,10509780.956697257
0,2025-04-24T19:04:40,591.7382650016783,26522127.48214261,17536.024598989843,262.9362710924509,23.03874619084853,375070285.63773394,0.6028102365622008,0.2882099626583288,0.06277424692902897,38.48006288679267,65.33333333333333,0.0,5155641188.373612,11699.535346190216,86817583.18707928
1,2025-04-24T19:04:50,524.9407910859688,25265514.48240479,2220.6792753281843,245.11432296163184,19.700650057571956,330051005.74245894,9.504465009695485,0.031333186,0.023529808196166777,166.40744274178553,65.33333333333333,148.1964345598549,5109742083.207484,854.2568773990438,2497325.628944795
0,2025-04-24T19:05:00,470.6261202432279,19699096.91289599,3315.075893060224,249.70407869955469,12.526536368077863,273274195.2040481,4.710764494763617,0.13836801505471505,0.019481393530398253,101.14944558840932,65.33333333333333,95.29946731614609,5110325116.972706,7636.390768631602,50246159.57872192
1,2025-04-24T19:05:10,512.5683871535057,17437512.36479636,38577.9973429526,262.82452112498044,15.990166533694179,290049786.37889344,0.6715695218312718,0.031333186,0.048391251365474786,441.32165959363675,65.33333333333333,149.01109156458065,5138309810.483031,15420.885394484558,26219914.703835983
0,2025-04-24T19:05:20,463.86539963034784,2293738.8795076795,2109.779073590474,241.19677899053676,10.504870387824432,243633490.79051453,2.1272071628380353,0.1343370160897227,0.07965868451431551,369.02423235666777,65.33333333333333,150.3166241094418,5192159443.483345,0.0,86817583.18707928
1,2025-04-24T19:05:30,544.4310534890532,4694372.700295545,22456.644045922934,257.6133438508239,10.23490790643292,362951295.3253406,18.544479878192114,0.031347882186976816,0.034664385030827645,227.35002458222735,65.33333333333333,144.47546645547285,5111474898.209328,3134.435071534367,2497325.628944795
0,2025-04-24T19:05:40,505.1492791424582,10540587.347991265,17729.354991999415,209.7517338861818,12.110622842327958,346189720.5282098,7.6218739500313815,0.14338978655622087,0.03701746246482468,352.24563158193195,65.33333333333333,128.98887890112263,5114232234.214535,10513.87671741233,27912743.752870254
1,2025-04-24T19:05:50,450.40929393725673,1241613.9843651317,26511.849126623765,274.7566898120751,13.647370343344942,345498018.18154967,0.8078668124334563,0.17337083156476538,0.004373168986361316,227.238775985367,65.33333333333333,143.4355290896298,5122422102.268253,7017.673769806557,2497325.628944795
0,2025-04-24T19:06:00,563.7250923572171,707170.5303438846,32567.77970966781,276.23846263228705,3.6987673816312383,273084759.1063974,7.9865359434716865,0.2108123653510606,0.04431711897288048,177.65222592512964,65.33333333333333,82.63911441814074,5306988918.871733,7962.7006237714595,65683261.25188212
1,2025-04-24T19:06:10,504.5634119223335,8935673.340458756,18336.877023770983,276.7910718516758,17.094415320946776,324328595.5781999,18.544479878192114,0.2732625904503122,0.01948462567648894,399.95979386507526,65.33333333333333,140.9710912005131,5108184686.705931,0.0,4252466.202758553
0,2025-04-24T19:06:20,479.0303206686611,26269731.156897064,28651.85974441187,229.23708255217426,24.684291328122754,208187640.0,6.351492983175673,0.29559316196991897,0.0,402.7887010332022,65.33333333333333,65.42559575935039,5250649028.108204,24231.599168215533,60339952.41240968
1,2025-04-24T19:06:30,532.2420953157886,9153628.59884927,11239.505503966071,277.12916271485926,13.991358696258889,311085713.1642187,7.128727249829215,0.23146590521987784,0.030748912155372683,384.7038992010385,65.33333333333333,145.72686652738756,5108854225.395291,1136.3400341468605,15135689.507179018
0,2025-04-24T19:06:40,555.5689822223462,2597769.3876439,39126.61935641657,273.8063921625484,20.96478963472503,399002290.9133179,1.5180417528760404,0.12013826291961038,0.0,448.16926345237357,65.33333333333333,89.27576448279798,5213494911.988806,0.0,86817583.18707928
1,2025-04-24T19:06:50,527.252307330308,13542436.174309894,38038.13215990084,277.12916271485926,21.6935109283965,258769248.55377966,12.196284638181014,0.38100914753590936,0.04802491552145182,436.49519409887284,65.33333333333333,142.93425567135878,5128330706.354951,3163.6404528047506,25840869.92350466
0,2025-04-24T19:07:00,301.73006006302205,24931664.60161347,19291.658499271693,223.35633731737502,8.217987897804784,232679049.849298,9.164959225736908,0.234870328911639,0.0,88.62843386784445,65.33333333333333,150.3166241094418,5156674838.920225,0.0,45668696.6759128
1,2025-04-24T19:07:10,510.39828100682746,1241613.9843651317,24770.532010882725,267.3478980384438,25.062035805133654,418953885.02886266,15.69396636669377,0.15175448541477385,0.006157365132970216,450.40578520226103,65.33333333333333,146.8280501553559,5130652006.025198,3740.831835783753,7345838.740787534
0,2025-04-24T19:07:20,417.672526942668,6016621.590754822,21709.318329825768,220.05783875903103,10.893880456712271,315626889.9524902,4.002332497032155,0.35941335217896275,0.0,396.05843585479676,65.33333333333333,0.0,5147924125.786977,2912.7467593300985,5808469.305885196
1,2025-04-24T19:07:30,489.2191197727308,4128523.589171676,55497.322744510784,277.12916271485926,29.165327866696153,350540043.7677261,3.6508130386256017,0.12450804382256764,0.03340773874255885,174.0824329251745,65.33333333333333,145.84152114979284,5122644380.781056,5820.260505018058,16135630.958772026
0,2025-04-24T19:07:40,439.71437776099384,21559142.08497776,2109.779073590474,252.8708393482006,22.571319484369972,296036460.8917116,6.784933594729885,0.11957600554634772,0.05916495193771641,231.63675582558554,65.33333333333333,150.3166241094418,5109838784.626352,0.0,2612155.733333333
1,2025-04-24T19:07:50,547.2446332289895,2817847.7294877376,55540.24750687369,239.3983635768559,32.195653528690876,319548881.31901634,9.162659180572142,0.12233383951888599,0.031866896166478455,284.4879005121651,65.33333333333333,147.2172159879139,5134634788.689696,1463.4575893655813,8651185.08434159
0,2025-04-24T19:08:00,509.01936734348584,317929.78953395993,2109.779073590474,256.47457620218,18.795796520557797,301949857.61879295,5.311540484671595,0.258745516927019,0.019854404681274227,155.19711030466215,65.33333333333333,28.09018311875785,5227004278.708404,0.0,86817583.18707928
1,2025-04-24T19:08:10,541.6504881291161,14673945.785284922,42408.00520134982,277.12916271485926,27.33112673528523,203990261.33333337,2.847131310083947,0.11381776788134039,0.025497064486902983,336.24629639433874,65.33333333333333,147.4986736938442,5113954799.75702,458.3359042973357,2497325.628944795
0,2025-04-24T19:08:20,381.44616225656114,317929.78953395993,3505.2541166693627,265.25909560646943,8.778684060570505,409527018.6666667,7.585485357659609,0.24457819977876213,0.011298331815627873,345.6660741358662,65.33333333333333,101.05118916245198,5453609742.740373,5134.741097946212,86817583.18707928
1,2025-04-24T19:08:30,492.34887564834344,12428301.472982038,55812.491720254606,261.36791132374003,32.58246798445519,349695243.84026194,6.675914629349279,0.24781898940650937,0.04165814829332355,345.954105887311,65.33333333333333,143.95265161199328,5125551140.193028,2635.9195127012076,18769905.64609217
0,2025-04-24T19:08:40,495.5369141634395,317929.78953395993,29680.084367047853,252.71942394955894,22.273462878346585,361513945.21956825,9.216442283641175,0.2684603708702568,0.0324655289044597,41.49702048305056,65.33333333333333,106.73207126522803,5212611398.661654,0.0,17009130.37883827
1,2025-04-24T19:08:50,565.9938722926862,12393062.780949732,37285.23944491744,271.26254854741444,20.309022935680577,363686013.1256236,6.923770487572234,0.19065894824775315,0.01715809508108646,247.4968180005737,65.33333333333333,147.63590057603162,5120271340.737044,8029.111180776434,2497325.628944795
0,2025-04-24T19:09:00,457.7559410352091,6992502.671772603,50271.029934246464,241.00123978599433,26.49444788012871,240652062.26927346,6.502020420056738,0.3059319369392392,0.03655962346544843,392.70581370226273,65.33333333333333,150.3166241094418,5426104679.7654915,2982.157054833064,38814959.04008798
1,2025-04-24T19:09:10,582.7760651036243,24887070.720061105,16800.986953925327,264.49023842085944,18.087165803603707,225148946.22482288,4.77417643465954,0.07338778641507095,0.011941230787484396,284.76284994563565,65.33333333333333,152.79007216713475,5108406908.899767,6928.595761548797,6306092.247307367
0,2025-04-24T19:09:20,471.99564209654386,17145497.073389847,2109.779073590474,246.26143268604235,18.756334565637605,333806558.01501346,6.607932549646957,0.418460495214709,0.017223106439813483,187.0542653890994,65.33333333333333,56.13033288974727,5116889857.672649,15503.767660176656,86817583.18707928
